path,label,duration
Dataset\TESS\OAF_angry\OAF_far_angry.wav,angry,1.509297943802736
Dataset\TESS\OAF_angry\OAF_fat_angry.wav,angry,1.564102564102564
Dataset\TESS\OAF_angry\OAF_fit_angry.wav,angry,1.6016220201523717
Dataset\TESS\OAF_angry\OAF_five_angry.wav,angry,1.5922831162447777
Dataset\TESS\OAF_angry\OAF_food_angry.wav,angry,1.5340378471368887
Dataset\TESS\OAF_angry\OAF_gap_angry.wav,angry,1.5921192758253462
Dataset\TESS\OAF_angry\OAF_gas_angry.wav,angry,1.6492176619972148
Dataset\TESS\OAF_angry\OAF_gaze_angry.wav,angry,1.6900139264356517
Dataset\TESS\OAF_angry\OAF_germ_angry.wav,angry,1.4823052347014007
Dataset\TESS\OAF_angry\OAF_get_angry.wav,angry,1.6449578110919965
Dataset\TESS\OAF_angry\OAF_gin_angry.wav,angry,1.5747931514704678
Dataset\TESS\OAF_angry\OAF_goal_angry.wav,angry,1.519906610960924
Dataset\TESS\OAF_angry\OAF_good_angry.wav,angry,1.4945523060539034
Dataset\TESS\OAF_angry\OAF_goose_angry.wav,angry,1.5305971983288278
Dataset\TESS\OAF_angry\OAF_gun_angry.wav,angry,1.5410420250675843
Dataset\TESS\OAF_angry\OAF_half_angry.wav,angry,1.6955435405914638
Dataset\TESS\OAF_angry\OAF_hall_angry.wav,angry,1.5029491275497666
Dataset\TESS\OAF_angry\OAF_hash_angry.wav,angry,1.6957073810108954
Dataset\TESS\OAF_angry\OAF_hate_angry.wav,angry,1.4840255591054312
Dataset\TESS\OAF_angry\OAF_have_angry.wav,angry,1.652535430490702
Dataset\TESS\OAF_angry\OAF_haze_angry.wav,angry,1.5615630376013763
Dataset\TESS\OAF_angry\OAF_hire_angry.wav,angry,1.5070860981404113
Dataset\TESS\OAF_angry\OAF_hit_angry.wav,angry,1.3566396329974604
Dataset\TESS\OAF_angry\OAF_hole_angry.wav,angry,1.6704349963135905
Dataset\TESS\OAF_angry\OAF_home_angry.wav,angry,1.4447857786515934
Dataset\TESS\OAF_angry\OAF_hurl_angry.wav,angry,1.6019497009912345
Dataset\TESS\OAF_angry\OAF_hush_angry.wav,angry,1.5469402801671173
Dataset\TESS\OAF_angry\OAF_jail_angry.wav,angry,1.472597689850086
Dataset\TESS\OAF_angry\OAF_jar_angry.wav,angry,1.5581633488981732
Dataset\TESS\OAF_angry\OAF_join_angry.wav,angry,1.6129679691980012
Dataset\TESS\OAF_angry\OAF_judge_angry.wav,angry,1.7258540181862865
Dataset\TESS\OAF_angry\OAF_jug_angry.wav,angry,1.5497665274023102
Dataset\TESS\OAF_angry\OAF_juice_angry.wav,angry,1.601130498894077
Dataset\TESS\OAF_angry\OAF_keen_angry.wav,angry,1.7127877447366264
Dataset\TESS\OAF_angry\OAF_keep_angry.wav,angry,1.555378061767838
Dataset\TESS\OAF_angry\OAF_keg_angry.wav,angry,1.4403211272220857
Dataset\TESS\OAF_angry\OAF_kick_angry.wav,angry,1.6513885475546817
Dataset\TESS\OAF_angry\OAF_kill_angry.wav,angry,1.5000819202097158
Dataset\TESS\OAF_angry\OAF_king_angry.wav,angry,1.662816416810027
Dataset\TESS\OAF_angry\OAF_kite_angry.wav,angry,1.4924633407061523
Dataset\TESS\OAF_angry\OAF_knock_angry.wav,angry,1.8046612599328253
Dataset\TESS\OAF_angry\OAF_late_angry.wav,angry,1.6733022036536414
Dataset\TESS\OAF_angry\OAF_laud_angry.wav,angry,1.6577373638076514
Dataset\TESS\OAF_angry\OAF_lean_angry.wav,angry,1.6228803145736053
Dataset\TESS\OAF_angry\OAF_learn_angry.wav,angry,1.5158515605799951
Dataset\TESS\OAF_angry\OAF_lease_angry.wav,angry,1.6813303842057836
Dataset\TESS\OAF_angry\OAF_lid_angry.wav,angry,1.4135741787498977
Dataset\TESS\OAF_angry\OAF_life_angry.wav,angry,1.6250102400262145
Dataset\TESS\OAF_angry\OAF_limb_angry.wav,angry,1.6209551896452854
Dataset\TESS\OAF_angry\OAF_live_angry.wav,angry,1.5974031293520112
Dataset\TESS\OAF_angry\OAF_loaf_angry.wav,angry,1.679651019906611
Dataset\TESS\OAF_angry\OAF_long_angry.wav,angry,1.7242565740968296
Dataset\TESS\OAF_angry\OAF_lore_angry.wav,angry,1.7023838781027278
Dataset\TESS\OAF_angry\OAF_lose_angry.wav,angry,1.6754730892111085
Dataset\TESS\OAF_angry\OAF_lot_angry.wav,angry,1.6126402883591382
Dataset\TESS\OAF_angry\OAF_love_angry.wav,angry,1.5624231998033915
Dataset\TESS\OAF_angry\OAF_luck_angry.wav,angry,1.6131318096174325
Dataset\TESS\OAF_angry\OAF_make_angry.wav,angry,1.6333251413123617
Dataset\TESS\OAF_angry\OAF_match_angry.wav,angry,1.6846891128041288
Dataset\TESS\OAF_angry\OAF_merge_angry.wav,angry,1.6236585565659047
Dataset\TESS\OAF_angry\OAF_mess_angry.wav,angry,1.6950520193331695
Dataset\TESS\OAF_angry\OAF_met_angry.wav,angry,1.5086425821250102
Dataset\TESS\OAF_angry\OAF_mill_angry.wav,angry,1.5349799295486197
Dataset\TESS\OAF_angry\OAF_mob_angry.wav,angry,1.53055623822397
Dataset\TESS\OAF_angry\OAF_mode_angry.wav,angry,1.4751781764561318
Dataset\TESS\OAF_angry\OAF_mood_angry.wav,angry,1.5651265667240108
Dataset\TESS\OAF_angry\OAF_moon_angry.wav,angry,1.5067584173015482
Dataset\TESS\OAF_angry\OAF_mop_angry.wav,angry,1.3901859588760548
Dataset\TESS\OAF_angry\OAF_mouse_angry.wav,angry,1.648767100843778
Dataset\TESS\OAF_angry\OAF_nag_angry.wav,angry,1.4602686982878677
Dataset\TESS\OAF_angry\OAF_name_angry.wav,angry,1.5427213893667568
Dataset\TESS\OAF_angry\OAF_near_angry.wav,angry,1.519947571065782
Dataset\TESS\OAF_angry\OAF_neat_angry.wav,angry,1.6773982141394281
Dataset\TESS\OAF_angry\OAF_nice_angry.wav,angry,1.6225116736298846
Dataset\TESS\OAF_angry\OAF_note_angry.wav,angry,1.4273367739821414
Dataset\TESS\OAF_angry\OAF_numb_angry.wav,angry,1.5760219546162038
Dataset\TESS\OAF_angry\OAF_pad_angry.wav,angry,1.5480871631031377
Dataset\TESS\OAF_angry\OAF_page_angry.wav,angry,1.5063078561481118
Dataset\TESS\OAF_angry\OAF_pain_angry.wav,angry,1.5461620381748178
Dataset\TESS\OAF_angry\OAF_pass_angry.wav,angry,1.6294748914557222
Dataset\TESS\OAF_angry\OAF_pearl_angry.wav,angry,1.4948799868927665
Dataset\TESS\OAF_angry\OAF_peg_angry.wav,angry,1.57725075776194
Dataset\TESS\OAF_angry\OAF_perch_angry.wav,angry,1.6798558204309002
Dataset\TESS\OAF_angry\OAF_phone_angry.wav,angry,1.5764725157696404
Dataset\TESS\OAF_angry\OAF_pick_angry.wav,angry,1.613008929302859
Dataset\TESS\OAF_angry\OAF_pike_angry.wav,angry,1.6124764479397067
Dataset\TESS\OAF_angry\OAF_pole_angry.wav,angry,1.577209797657082
Dataset\TESS\OAF_angry\OAF_pool_angry.wav,angry,1.3765462439583844
Dataset\TESS\OAF_angry\OAF_puff_angry.wav,angry,1.4820594740722537
Dataset\TESS\OAF_angry\OAF_rag_angry.wav,angry,1.6037929057098386
Dataset\TESS\OAF_angry\OAF_raid_angry.wav,angry,1.5679937740640617
Dataset\TESS\OAF_angry\OAF_rain_angry.wav,angry,1.5053657737363808
Dataset\TESS\OAF_angry\OAF_raise_angry.wav,angry,1.6311952158597527
Dataset\TESS\OAF_angry\OAF_rat_angry.wav,angry,1.5362496927992135
Dataset\TESS\OAF_angry\OAF_reach_angry.wav,angry,1.608912918817072
Dataset\TESS\OAF_angry\OAF_read_angry.wav,angry,1.527074629311051
Dataset\TESS\OAF_angry\OAF_red_angry.wav,angry,1.6897272057016466
Dataset\TESS\OAF_angry\OAF_ring_angry.wav,angry,1.5287539936102237
Dataset\TESS\OAF_angry\OAF_ripe_angry.wav,angry,1.7383468501679364
Dataset\TESS\OAF_angry\OAF_road_angry.wav,angry,1.5683214549029245
Dataset\TESS\OAF_angry\OAF_room_angry.wav,angry,1.5399361022364217
Dataset\TESS\OAF_angry\OAF_rose_angry.wav,angry,1.8602850823298107
Dataset\TESS\OAF_angry\OAF_rot_angry.wav,angry,1.371712951585156
Dataset\TESS\OAF_angry\OAF_rough_angry.wav,angry,1.7206520848693372
Dataset\TESS\OAF_angry\OAF_rush_angry.wav,angry,1.6526173507004178
Dataset\TESS\OAF_angry\OAF_said_angry.wav,angry,1.4669042352748423
Dataset\TESS\OAF_angry\OAF_sail_angry.wav,angry,1.667772589497829
Dataset\TESS\OAF_angry\OAF_search_angry.wav,angry,1.6961169820594741
Dataset\TESS\OAF_angry\OAF_seize_angry.wav,angry,1.7590726632260179
Dataset\TESS\OAF_angry\OAF_sell_angry.wav,angry,1.41468010158106
Dataset\TESS\OAF_angry\OAF_shack_angry.wav,angry,1.4904153354632588
Dataset\TESS\OAF_angry\OAF_shall_angry.wav,angry,1.6786270172851643
Dataset\TESS\OAF_angry\OAF_shawl_angry.wav,angry,1.527402310149914
Dataset\TESS\OAF_angry\OAF_sheep_angry.wav,angry,1.6750634881625297
Dataset\TESS\OAF_angry\OAF_shirt_angry.wav,angry,1.6577783239125092
Dataset\TESS\OAF_angry\OAF_should_angry.wav,angry,1.599614975014336
Dataset\TESS\OAF_angry\OAF_shout_angry.wav,angry,1.3981322192184813
Dataset\TESS\OAF_angry\OAF_size_angry.wav,angry,1.5860162202015238
Dataset\TESS\OAF_angry\OAF_soap_angry.wav,angry,1.6960350618497584
Dataset\TESS\OAF_angry\OAF_soup_angry.wav,angry,1.5933071188662242
Dataset\TESS\OAF_angry\OAF_sour_angry.wav,angry,1.7386335709019416
Dataset\TESS\OAF_angry\OAF_south_angry.wav,angry,1.5181453264520357
Dataset\TESS\OAF_angry\OAF_sub_angry.wav,angry,1.3749078397640697
Dataset\TESS\OAF_angry\OAF_such_angry.wav,angry,1.672483001556484
Dataset\TESS\OAF_angry\OAF_sure_angry.wav,angry,1.4277873351355779
Dataset\TESS\OAF_angry\OAF_take_angry.wav,angry,1.459777177029573
Dataset\TESS\OAF_angry\OAF_talk_angry.wav,angry,1.52056197263865
Dataset\TESS\OAF_angry\OAF_tape_angry.wav,angry,1.6835831899729663
Dataset\TESS\OAF_angry\OAF_team_angry.wav,angry,1.6066191529450315
Dataset\TESS\OAF_angry\OAF_tell_angry.wav,angry,1.6309494552306054
Dataset\TESS\OAF_angry\OAF_thin_angry.wav,angry,1.5652084869337266
Dataset\TESS\OAF_angry\OAF_third_angry.wav,angry,1.377938887523552
Dataset\TESS\OAF_angry\OAF_thought_angry.wav,angry,1.506840337511264
Dataset\TESS\OAF_angry\OAF_thumb_angry.wav,angry,1.5925288768739247
Dataset\TESS\OAF_angry\OAF_time_angry.wav,angry,1.631359056279184
Dataset\TESS\OAF_angry\OAF_tip_angry.wav,angry,1.3350946178422216
Dataset\TESS\OAF_angry\OAF_tire_angry.wav,angry,1.6540099942655853
Dataset\TESS\OAF_angry\OAF_ton_angry.wav,angry,1.4978700745473907
Dataset\TESS\OAF_angry\OAF_tool_angry.wav,angry,1.5092160235930203
Dataset\TESS\OAF_angry\OAF_tough_angry.wav,angry,1.4664536741214058
Dataset\TESS\OAF_angry\OAF_turn_angry.wav,angry,1.50057344146801
Dataset\TESS\OAF_angry\OAF_vine_angry.wav,angry,1.4898009338903908
Dataset\TESS\OAF_angry\OAF_voice_angry.wav,angry,1.5890882280658638
Dataset\TESS\OAF_angry\OAF_void_angry.wav,angry,1.54419595314164
Dataset\TESS\OAF_angry\OAF_vote_angry.wav,angry,1.547308921110838
Dataset\TESS\OAF_angry\OAF_wag_angry.wav,angry,1.576267715245351
Dataset\TESS\OAF_angry\OAF_walk_angry.wav,angry,1.585606619152945
Dataset\TESS\OAF_angry\OAF_wash_angry.wav,angry,1.8023674940607848
Dataset\TESS\OAF_angry\OAF_week_angry.wav,angry,1.5603342344556401
Dataset\TESS\OAF_angry\OAF_wheat_angry.wav,angry,1.5331367248300156
Dataset\TESS\OAF_angry\OAF_when_angry.wav,angry,1.6378717129515852
Dataset\TESS\OAF_angry\OAF_which_angry.wav,angry,1.4251658884246743
Dataset\TESS\OAF_angry\OAF_whip_angry.wav,angry,1.288031457360531
Dataset\TESS\OAF_angry\OAF_white_angry.wav,angry,1.4768985008601623
Dataset\TESS\OAF_angry\OAF_wife_angry.wav,angry,1.7041451626116162
Dataset\TESS\OAF_angry\OAF_wire_angry.wav,angry,1.5955599246334071
Dataset\TESS\OAF_angry\OAF_witch_angry.wav,angry,1.5129024330302285
Dataset\TESS\OAF_angry\OAF_yearn_angry.wav,angry,1.627672646841976
Dataset\TESS\OAF_angry\OAF_yes_angry.wav,angry,1.5469402801671173
Dataset\TESS\OAF_angry\OAF_young_angry.wav,angry,1.5371098550012288
Dataset\TESS\OAF_angry\OAF_youth_angry.wav,angry,1.5828213320226099
Dataset\TESS\OAF_disgust\OAF_back_disgust.wav,disgust,2.260342426476612
Dataset\TESS\OAF_disgust\OAF_bar_disgust.wav,disgust,2.2729581387728355
Dataset\TESS\OAF_disgust\OAF_base_disgust.wav,disgust,2.4973785532890966
Dataset\TESS\OAF_disgust\OAF_bath_disgust.wav,disgust,2.3139592037355614
Dataset\TESS\OAF_disgust\OAF_bean_disgust.wav,disgust,2.3463586466781354
Dataset\TESS\OAF_disgust\OAF_beg_disgust.wav,disgust,2.3899401982469075
Dataset\TESS\OAF_disgust\OAF_bite_disgust.wav,disgust,2.3955107725075777
Dataset\TESS\OAF_disgust\OAF_boat_disgust.wav,disgust,2.2053330056524945
Dataset\TESS\OAF_disgust\OAF_bone_disgust.wav,disgust,2.214876710084378
Dataset\TESS\OAF_disgust\OAF_book_disgust.wav,disgust,2.13393954288523
Dataset\TESS\OAF_disgust\OAF_bought_disgust.wav,disgust,2.399811583517654
Dataset\TESS\OAF_disgust\OAF_burn_disgust.wav,disgust,2.204513803555337
Dataset\TESS\OAF_disgust\OAF_cab_disgust.wav,disgust,2.4378635209306134
Dataset\TESS\OAF_disgust\OAF_calm_disgust.wav,disgust,2.4497009912345376
Dataset\TESS\OAF_disgust\OAF_came_disgust.wav,disgust,2.2948717948717947
Dataset\TESS\OAF_disgust\OAF_cause_disgust.wav,disgust,2.5178995658228884
Dataset\TESS\OAF_disgust\OAF_chain_disgust.wav,disgust,2.3499221758007702
Dataset\TESS\OAF_disgust\OAF_chair_disgust.wav,disgust,2.2728762185631197
Dataset\TESS\OAF_disgust\OAF_chalk_disgust.wav,disgust,2.3386581469648564
Dataset\TESS\OAF_disgust\OAF_chat_disgust.wav,disgust,2.4431473744572787
Dataset\TESS\OAF_disgust\OAF_check_disgust.wav,disgust,2.434013271073974
Dataset\TESS\OAF_disgust\OAF_cheek_disgust.wav,disgust,2.5592692717293355
Dataset\TESS\OAF_disgust\OAF_chief_disgust.wav,disgust,2.4757925780289995
Dataset\TESS\OAF_disgust\OAF_choice_disgust.wav,disgust,2.4172196280822478
Dataset\TESS\OAF_disgust\OAF_cool_disgust.wav,disgust,2.4210698779388875
Dataset\TESS\OAF_disgust\OAF_dab_disgust.wav,disgust,2.40910952732039
Dataset\TESS\OAF_disgust\OAF_date_disgust.wav,disgust,2.5356352912263453
Dataset\TESS\OAF_disgust\OAF_dead_disgust.wav,disgust,2.410051609732121
Dataset\TESS\OAF_disgust\OAF_death_disgust.wav,disgust,2.4007946260342425
Dataset\TESS\OAF_disgust\OAF_deep_disgust.wav,disgust,2.4027197509625626
Dataset\TESS\OAF_disgust\OAF_dime_disgust.wav,disgust,2.4742770541492587
Dataset\TESS\OAF_disgust\OAF_dip_disgust.wav,disgust,2.220447284345048
Dataset\TESS\OAF_disgust\OAF_ditch_disgust.wav,disgust,2.6940689768165806
Dataset\TESS\OAF_disgust\OAF_dodge_disgust.wav,disgust,2.4091914475301057
Dataset\TESS\OAF_disgust\OAF_dog_disgust.wav,disgust,2.3459490456295566
Dataset\TESS\OAF_disgust\OAF_doll_disgust.wav,disgust,2.322929466699435
Dataset\TESS\OAF_disgust\OAF_door_disgust.wav,disgust,2.422380601294339
Dataset\TESS\OAF_disgust\OAF_fail_disgust.wav,disgust,2.5091341033833046
Dataset\TESS\OAF_disgust\OAF_fall_disgust.wav,disgust,2.3926435651675266
Dataset\TESS\OAF_disgust\OAF_far_disgust.wav,disgust,2.5335872859834523
Dataset\TESS\OAF_disgust\OAF_fat_disgust.wav,disgust,2.3457442451052675
Dataset\TESS\OAF_disgust\OAF_fit_disgust.wav,disgust,2.103342344556402
Dataset\TESS\OAF_disgust\OAF_five_disgust.wav,disgust,2.449741951339395
Dataset\TESS\OAF_disgust\OAF_food_disgust.wav,disgust,2.1918571311542556
Dataset\TESS\OAF_disgust\OAF_gap_disgust.wav,disgust,2.3654870156467602
Dataset\TESS\OAF_disgust\OAF_gas_disgust.wav,disgust,2.406570000819202
Dataset\TESS\OAF_disgust\OAF_gaze_disgust.wav,disgust,2.634472024248382
Dataset\TESS\OAF_disgust\OAF_germ_disgust.wav,disgust,2.570615220774965
Dataset\TESS\OAF_disgust\OAF_get_disgust.wav,disgust,2.179937740640616
Dataset\TESS\OAF_disgust\OAF_gin_disgust.wav,disgust,2.4043171950520192
Dataset\TESS\OAF_disgust\OAF_goal_disgust.wav,disgust,2.4182436307036945
Dataset\TESS\OAF_disgust\OAF_good_disgust.wav,disgust,2.4325387072990905
Dataset\TESS\OAF_disgust\OAF_goose_disgust.wav,disgust,2.3391496682231505
Dataset\TESS\OAF_disgust\OAF_gun_disgust.wav,disgust,2.4765298599164414
Dataset\TESS\OAF_disgust\OAF_half_disgust.wav,disgust,2.2121733431637587
Dataset\TESS\OAF_disgust\OAF_hall_disgust.wav,disgust,2.29458507413779
Dataset\TESS\OAF_disgust\OAF_hash_disgust.wav,disgust,2.6082985172442044
Dataset\TESS\OAF_disgust\OAF_hate_disgust.wav,disgust,2.387687392479725
Dataset\TESS\OAF_disgust\OAF_have_disgust.wav,disgust,2.462357663635619
Dataset\TESS\OAF_disgust\OAF_haze_disgust.wav,disgust,2.3585647579257802
Dataset\TESS\OAF_disgust\OAF_hire_disgust.wav,disgust,2.077414598181371
Dataset\TESS\OAF_disgust\OAF_hit_disgust.wav,disgust,2.3697468665519783
Dataset\TESS\OAF_disgust\OAF_hole_disgust.wav,disgust,2.3716310313754403
Dataset\TESS\OAF_disgust\OAF_home_disgust.wav,disgust,2.3674940607847956
Dataset\TESS\OAF_disgust\OAF_hurl_disgust.wav,disgust,2.2683296469238963
Dataset\TESS\OAF_disgust\OAF_hush_disgust.wav,disgust,2.5540673384123864
Dataset\TESS\OAF_disgust\OAF_jail_disgust.wav,disgust,2.542066027689031
Dataset\TESS\OAF_disgust\OAF_jar_disgust.wav,disgust,2.4231998033914968
Dataset\TESS\OAF_disgust\OAF_join_disgust.wav,disgust,2.3621692471532727
Dataset\TESS\OAF_disgust\OAF_judge_disgust.wav,disgust,2.3579503563529123
Dataset\TESS\OAF_disgust\OAF_jug_disgust.wav,disgust,2.328254280330958
Dataset\TESS\OAF_disgust\OAF_juice_disgust.wav,disgust,2.413492258540182
Dataset\TESS\OAF_disgust\OAF_keen_disgust.wav,disgust,2.6035881051855494
Dataset\TESS\OAF_disgust\OAF_keep_disgust.wav,disgust,2.64200868354223
Dataset\TESS\OAF_disgust\OAF_keg_disgust.wav,disgust,2.4267223724092735
Dataset\TESS\OAF_disgust\OAF_kick_disgust.wav,disgust,2.2723027770951094
Dataset\TESS\OAF_disgust\OAF_kill_disgust.wav,disgust,2.318423855165069
Dataset\TESS\OAF_disgust\OAF_king_disgust.wav,disgust,2.263660194970099
Dataset\TESS\OAF_disgust\OAF_kite_disgust.wav,disgust,2.19370033587286
Dataset\TESS\OAF_disgust\OAF_knock_disgust.wav,disgust,2.4429016138281314
Dataset\TESS\OAF_disgust\OAF_late_disgust.wav,disgust,2.3493896944376176
Dataset\TESS\OAF_disgust\OAF_laud_disgust.wav,disgust,2.2741050217088556
Dataset\TESS\OAF_disgust\OAF_lean_disgust.wav,disgust,2.2618579503563527
Dataset\TESS\OAF_disgust\OAF_learn_disgust.wav,disgust,2.305111821086262
Dataset\TESS\OAF_disgust\OAF_lease_disgust.wav,disgust,2.3075284672728764
Dataset\TESS\OAF_disgust\OAF_lid_disgust.wav,disgust,2.072622265913001
Dataset\TESS\OAF_disgust\OAF_life_disgust.wav,disgust,2.4375768001966085
Dataset\TESS\OAF_disgust\OAF_limb_disgust.wav,disgust,2.4811583517653806
Dataset\TESS\OAF_disgust\OAF_live_disgust.wav,disgust,2.426271811255837
Dataset\TESS\OAF_disgust\OAF_loaf_disgust.wav,disgust,2.6100598017530925
Dataset\TESS\OAF_disgust\OAF_long_disgust.wav,disgust,2.2579257802899977
Dataset\TESS\OAF_disgust\OAF_lore_disgust.wav,disgust,2.36491357417875
Dataset\TESS\OAF_disgust\OAF_lose_disgust.wav,disgust,2.372327353158024
Dataset\TESS\OAF_disgust\OAF_lot_disgust.wav,disgust,2.3744572786106333
Dataset\TESS\OAF_disgust\OAF_love_disgust.wav,disgust,2.3737609568280496
Dataset\TESS\OAF_disgust\OAF_luck_disgust.wav,disgust,2.221348406651921
Dataset\TESS\OAF_disgust\OAF_make_disgust.wav,disgust,2.4997542393708527
Dataset\TESS\OAF_disgust\OAF_match_disgust.wav,disgust,2.461661341853035
Dataset\TESS\OAF_disgust\OAF_merge_disgust.wav,disgust,2.4527320389940197
Dataset\TESS\OAF_disgust\OAF_mess_disgust.wav,disgust,2.4952486278364874
Dataset\TESS\OAF_disgust\OAF_met_disgust.wav,disgust,2.412877856967314
Dataset\TESS\OAF_disgust\OAF_mill_disgust.wav,disgust,2.276849348734333
Dataset\TESS\OAF_disgust\OAF_mob_disgust.wav,disgust,2.157245842549357
Dataset\TESS\OAF_disgust\OAF_mode_disgust.wav,disgust,2.433439829605964
Dataset\TESS\OAF_disgust\OAF_mood_disgust.wav,disgust,2.3476284099287295
Dataset\TESS\OAF_disgust\OAF_moon_disgust.wav,disgust,2.333128532809044
Dataset\TESS\OAF_disgust\OAF_mop_disgust.wav,disgust,2.1511427869255346
Dataset\TESS\OAF_disgust\OAF_mouse_disgust.wav,disgust,2.347382649299582
Dataset\TESS\OAF_disgust\OAF_nag_disgust.wav,disgust,2.330548046202998
Dataset\TESS\OAF_disgust\OAF_name_disgust.wav,disgust,2.3818710575899074
Dataset\TESS\OAF_disgust\OAF_near_disgust.wav,disgust,2.1356598672892604
Dataset\TESS\OAF_disgust\OAF_neat_disgust.wav,disgust,2.3856393872368313
Dataset\TESS\OAF_disgust\OAF_nice_disgust.wav,disgust,2.50135168346031
Dataset\TESS\OAF_disgust\OAF_note_disgust.wav,disgust,2.313836323420988
Dataset\TESS\OAF_disgust\OAF_numb_disgust.wav,disgust,2.275497665274023
Dataset\TESS\OAF_disgust\OAF_pad_disgust.wav,disgust,2.141312361759646
Dataset\TESS\OAF_disgust\OAF_page_disgust.wav,disgust,2.511591709674777
Dataset\TESS\OAF_disgust\OAF_pain_disgust.wav,disgust,2.313303842057836
Dataset\TESS\OAF_disgust\OAF_pass_disgust.wav,disgust,2.257147538297698
Dataset\TESS\OAF_disgust\OAF_pearl_disgust.wav,disgust,2.4383140820840503
Dataset\TESS\OAF_disgust\OAF_peg_disgust.wav,disgust,2.275907266322602
Dataset\TESS\OAF_disgust\OAF_perch_disgust.wav,disgust,2.570942901613828
Dataset\TESS\OAF_disgust\OAF_phone_disgust.wav,disgust,2.2985172442041453
Dataset\TESS\OAF_disgust\OAF_pick_disgust.wav,disgust,2.255918735151962
Dataset\TESS\OAF_disgust\OAF_pike_disgust.wav,disgust,2.4217661997214712
Dataset\TESS\OAF_disgust\OAF_pole_disgust.wav,disgust,2.277791431146064
Dataset\TESS\OAF_disgust\OAF_pool_disgust.wav,disgust,2.2721798967805356
Dataset\TESS\OAF_disgust\OAF_puff_disgust.wav,disgust,2.37683296469239
Dataset\TESS\OAF_disgust\OAF_rag_disgust.wav,disgust,2.361145244531826
Dataset\TESS\OAF_disgust\OAF_raid_disgust.wav,disgust,2.4417547308921113
Dataset\TESS\OAF_disgust\OAF_rain_disgust.wav,disgust,2.317563692963054
Dataset\TESS\OAF_disgust\OAF_raise_disgust.wav,disgust,2.7108626198083066
Dataset\TESS\OAF_disgust\OAF_rat_disgust.wav,disgust,2.2342508396821494
Dataset\TESS\OAF_disgust\OAF_reach_disgust.wav,disgust,2.6794871794871793
